SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-01138906,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,07/01/2022 12:49:25 PM,07/01/2022 04:30:02 PM,07/01/2022 04:30:02 PM,1750 W 103RD ST,,,60643,1750,W,103RD,ST,false,false,,,72,19,,L046,1,22,2213,38,,12,6,7,1166295.793184,1836482.652333,41.706885906,-87.666644658,"(41.706885905676884, -87.6666446577225)"
SR22-01138428,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,07/01/2022 11:53:28 AM,07/02/2022 08:28:59 AM,07/02/2022 08:28:59 AM,3417 W 73RD ST,,,60629,3417,W,73RD,ST,false,false,,,66,17,,H039,3,08,0835,30,,11,6,7,1154775.289719,1855913.424694,41.760444318,-87.708316238,"(41.760444317771125, -87.70831623823439)"
SR22-01138093,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,07/01/2022 11:14:55 AM,07/02/2022 08:27:59 AM,07/02/2022 08:27:59 AM,11406 S DRAKE AVE,,,60655,11406,S,DRAKE,AVE,false,false,,,74,19,,H049,1,22,2211,41,,11,6,7,1154729.489959,1828836.449542,41.686141188,-87.709203583,"(41.68614118765639, -87.70920358253487)"
SR22-01138025,Nuisance Animal Complaint,EAB,Police,Animal Care and Control,Completed,Phone Call,07/01/2022 11:08:37 AM,07/02/2022 08:24:25 AM,07/02/2022 08:24:25 AM,6537 S MOZART ST,,,60629,6537,S,MOZART,ST,false,false,,,66,17,,I037,3,08,0831,16,,11,6,7,1158583.014326,1861008.304584,41.774348663,-87.694221937,"(41.77434866309939, -87.69422193710501)"
SR22-01137721,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,07/01/2022 10:35:42 AM,07/01/2022 11:26:55 AM,07/01/2022 11:26:55 AM,8758 W BERWYN AVE,,,60656,8758,W,BERWYN,AVE,false,false,,,76,41,,U109,1,16,1614,25,,10,6,7,1116704.91833,1933970.556493,41.975320914,-87.846225931,"(41.97532091432172, -87.84622593053054)"
SR22-01137587,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,07/01/2022 10:17:44 AM,07/03/2022 03:16:30 PM,07/03/2022 03:16:30 PM,1308 N ROCKWELL ST,,,60622,1308,N,ROCKWELL,ST,false,false,,,24,26,,J019,2,14,1423,26,,10,6,7,1158777.642639,1908669.997833,41.905133804,-87.692204263,"(41.90513380428592, -87.69220426323557)"
SR22-01137151,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,07/01/2022 09:33:47 AM,12/01/2023 03:57:25 PM,07/01/2022 09:38:00 AM,122 E 123RD ST,,,60628,122,E,123RD,ST,true,false,,SR22-01127681,53,9,,Q051,3,05,0532,45,,9,6,7,1179322.152812,1823506.876243,41.670991856,-87.619336348,"(41.67099185604661, -87.61933634801899)"
SR22-01136385,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,07/01/2022 07:55:43 AM,07/01/2022 10:23:12 AM,07/01/2022 10:23:12 AM,8318 S MACKINAW AVE,,,60617,8318,S,MACKINAW,AVE,false,false,,,46,10,,Y042,2,04,0424,4,,7,6,7,1199832.761087,1850354.903963,41.744174351,-87.543368559,"(41.744174351131115, -87.54336855943352)"
SR22-01136069,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,07/01/2022 07:11:23 AM,07/03/2022 02:31:40 PM,07/03/2022 02:31:40 PM,8442 S MACKINAW AVE,,,60617,8442,S,MACKINAW,AVE,false,false,,,46,10,,Y042,2,04,0424,4,,7,6,7,1199875.989835,1849469.355638,41.741743255,-87.54323996,"(41.74174325491434, -87.54323995999852)"
SR22-01135774,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,07/01/2022 04:34:08 AM,10/10/2022 12:00:39 AM,07/02/2022 08:22:12 AM,5516 W 55TH ST,,,60638,5516,W,55TH,ST,false,false,,,56,23,,C034,1,08,0814,8,,4,6,7,1140425.916337,1867687.895546,41.793029629,-87.760620675,"(41.793029629378175, -87.76062067489008)"
SR22-01135414,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,06/30/2022 11:18:45 PM,07/02/2022 08:20:37 AM,07/02/2022 08:20:37 AM,2714 W SUNNYSIDE AVE,,,60625,2714,W,SUNNYSIDE,AVE,false,false,,,14,33,,J011,2,17,1724,24,,23,5,6,1157469.508825,1929860.179026,41.963307886,-87.69643121,"(41.96330788584859, -87.69643120988846)"
SR22-01134240,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 06:43:56 PM,07/03/2022 02:30:57 PM,07/03/2022 02:30:57 PM,8444 S BUFFALO AVE,,,60617,8444,S,BUFFALO,AVE,false,false,,,46,10,,Y042,2,04,0424,4,,18,5,6,1199548.76365,1849435.804788,41.741659427,-87.544440003,"(41.74165942700643, -87.54444000340419)"
SR22-01134101,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,06/30/2022 06:18:10 PM,07/01/2022 10:16:05 AM,07/01/2022 10:16:05 AM,8524 S KENTON AVE,,,60652,8524,S,KENTON,AVE,false,false,,,70,18,,E042,3,08,0834,28,,18,5,6,1147173.598471,1847488.781709,41.737473767,-87.736391293,"(41.737473767068515, -87.73639129282263)"
SR22-01134086,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,06/30/2022 06:15:39 PM,07/01/2022 10:11:06 AM,07/01/2022 10:11:06 AM,8516 S KENTON AVE,,,60652,8516,S,KENTON,AVE,false,false,,,70,18,,E042,3,08,0834,28,,18,5,6,1147171.323545,1847568.410987,41.737692328,-87.736397604,"(41.737692327868245, -87.73639760410487)"
SR22-01134074,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,06/30/2022 06:13:54 PM,07/02/2022 08:18:26 AM,07/02/2022 08:18:26 AM,4752 S MICHIGAN AVE,,,60615,4752,S,MICHIGAN,AVE,false,false,,,38,3,,Q033,2,02,0224,1,,18,5,6,1177954.619922,1873326.305776,41.807733472,-87.622836062,"(41.8077334719237, -87.62283606172139)"
SR22-01133840,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 05:33:11 PM,07/01/2022 10:09:59 AM,07/01/2022 10:09:59 AM,7539 S PEORIA ST,,,60620,7539,S,PEORIA,ST,false,false,,,71,17,,N040,2,06,0621,9,,17,5,6,1171695.141401,1854631.538564,41.756572578,-87.646341855,"(41.756572578343864, -87.64634185482582)"
SR22-01133622,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 04:52:28 PM,07/01/2022 10:08:00 AM,07/01/2022 10:08:00 AM,3842 S WOOD ST,,,60609,3842,S,WOOD,ST,false,false,,,59,12,,L030,1,09,0912,19,,16,5,6,1164922.641585,1879042.788905,41.823705841,-87.670472071,"(41.823705841248845, -87.6704720706026)"
SR22-01133143,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 03:49:16 PM,07/01/2022 10:05:58 AM,07/01/2022 10:05:58 AM,6111 N SACRAMENTO AVE,,,60659,6111,N,SACRAMENTO,AVE,false,false,,,2,50,,I007,1,24,2413,17,,15,5,6,1155329.356269,1940497.211197,41.992539855,-87.704012521,"(41.99253985474946, -87.7040125213041)"
SR22-01132586,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 02:51:00 PM,07/01/2022 10:04:08 AM,07/01/2022 10:04:08 AM,1611 N CENTRAL AVE,,,60639,1611,N,CENTRAL,AVE,false,false,,,25,37,,C018,3,25,2532,24,,14,5,6,1138874.181361,1910240.763369,41.909829101,-87.765278607,"(41.90982910129909, -87.76527860679909)"
SR22-01132447,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 02:39:35 PM,07/01/2022 10:02:38 AM,07/01/2022 10:02:38 AM,3025 N KIMBALL AVE,,,60618,3025,N,KIMBALL,AVE,false,false,,,21,35,,H015,1,14,1412,11,,14,5,6,1153269.424952,1920048.545599,41.936468696,-87.712135007,"(41.936468695732735, -87.71213500687911)"
SR22-01131270,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 12:53:37 PM,07/01/2022 10:00:33 AM,07/01/2022 10:00:33 AM,2830 S CENTRAL PARK AVE,,,60623,2830,S,CENTRAL PARK,AVE,false,false,,,30,22,,G028,3,10,1032,7,,12,5,6,1152755.345124,1884816.598127,41.839798843,-87.71495741,"(41.83979884256724, -87.71495741025241)"
SR22-01131227,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 12:49:27 PM,07/01/2022 09:58:33 AM,07/01/2022 09:58:33 AM,2825 S CENTRAL PARK AVE,,,60623,2825,S,CENTRAL PARK,AVE,false,false,,,30,22,,H028,3,10,1032,11,,12,5,6,1152902.606114,1884884.10594,41.839981182,-87.714415236,"(41.839981181830574, -87.71441523635038)"
SR22-01130537,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 11:34:03 AM,06/30/2022 01:56:36 PM,06/30/2022 01:56:36 PM,12200 S UNION AVE,,,60628,12200,S,UNION,AVE,false,false,,,53,34,,O051,2,05,0523,31,,11,5,6,1173846.961956,1823936.953617,41.672294801,-87.639362525,"(41.672294800745135, -87.63936252485284)"
SR22-01130429,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,06/30/2022 11:21:15 AM,07/01/2022 09:56:30 AM,07/01/2022 09:56:30 AM,5332 W FOSTER AVE,,,60630,5332,W,FOSTER,AVE,false,false,,,11,45,,C009,2,16,1623,36,,11,5,6,1139702.594983,1934142.07934,41.975401597,-87.761649725,"(41.97540159722293, -87.7616497253315)"
SR22-01129921,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 10:27:20 AM,07/01/2022 09:54:57 AM,07/01/2022 09:54:57 AM,7423 S KIMBARK AVE,,,60619,7423,S,KIMBARK,AVE,false,false,,,43,8,,T039,2,03,0324,1,,10,5,6,1186308.352801,1855951.774914,41.75986273,-87.592746082,"(41.759862730041064, -87.59274608227038)"
SR22-01129854,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 10:21:05 AM,07/01/2022 09:48:54 AM,07/01/2022 09:48:54 AM,2345 W 81ST PL,,,60620,2345,W,81ST,PL,false,false,,,70,18,,K041,3,08,0835,18,,10,5,6,1162009.539193,1850313.236,41.744929266,-87.681957694,"(41.74492926642902, -87.68195769429435)"
SR22-01129793,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 10:16:05 AM,03/14/2023 05:13:58 PM,07/03/2022 02:06:46 PM,1458 N WESTERN AVE,,,60622,1458,N,WESTERN,AVE,false,false,,,24,1,,J019,2,14,1423,38,,10,5,6,1160052.752175,1909860.821549,41.908375271,-87.687487443,"(41.90837527145843, -87.68748744330186)"
SR22-01129730,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 10:11:01 AM,07/03/2022 02:28:55 PM,07/03/2022 02:28:55 PM,843 E 89TH ST,,,60619,843,E,89TH,ST,false,false,,,44,8,,S043,3,06,0633,25,,10,5,6,1183598.391624,1846079.289809,41.732835167,-87.602985077,"(41.732835166973864, -87.60298507711907)"
SR22-01129362,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 09:43:32 AM,07/01/2022 09:42:42 AM,07/01/2022 09:42:42 AM,1942 W WELLINGTON AVE,,,60657,1942,W,WELLINGTON,AVE,false,false,,,5,32,,L015,3,19,1931,41,,9,5,6,1162675.581294,1919998.779451,41.936139902,-87.677567688,"(41.936139902372176, -87.67756768820033)"
SR22-01129251,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 09:33:45 AM,06/30/2022 01:56:18 PM,06/30/2022 01:56:18 PM,9905 S CARPENTER ST,,,60643,9905,S,CARPENTER,ST,false,false,,,73,34,,N046,3,22,2232,44,,9,5,6,1171064.558608,1839110.361416,41.713994098,-87.649105035,"(41.713994097767426, -87.64910503514348)"
SR22-01129143,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 09:24:16 AM,06/30/2022 01:55:58 PM,06/30/2022 01:55:58 PM,9954 S CARPENTER ST,,,60643,9954,S,CARPENTER,ST,false,false,,,73,34,,N046,3,22,2232,44,,9,5,6,1171007.657868,1838555.842577,41.712473655,-87.649329561,"(41.712473655359645, -87.64932956092348)"
SR22-01129124,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 09:22:32 AM,06/30/2022 01:55:37 PM,06/30/2022 01:55:37 PM,9900 S HALSTED ST,,,60643,9900,S,HALSTED,ST,false,false,,,73,34,,N046,3,22,2232,34,,9,5,6,1172615.536354,1839132.00619,41.714019532,-87.643424124,"(41.714019531520904, -87.64342412384535)"
SR22-01128928,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 09:03:56 AM,07/01/2022 09:41:18 AM,07/01/2022 09:41:18 AM,2908 W 25TH ST,,,60623,2908,W,25TH,ST,false,false,,,30,12,,I027,3,10,1033,18,,9,5,6,1157304.141355,1887329.03657,41.846602182,-87.698197008,"(41.84660218193601, -87.69819700755372)"
SR22-01128319,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 08:13:11 AM,07/01/2022 09:39:34 AM,07/01/2022 09:39:34 AM,9422 S HALSTED ST,,,60620,9422,S,HALSTED,ST,false,false,,,73,21,,N044,2,22,2223,41,,8,5,6,1172538.242231,1842150.259357,41.722303754,-87.64361865,"(41.72230375420556, -87.64361864952775)"
SR22-01128136,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 07:49:32 AM,08/15/2022 04:48:14 PM,06/30/2022 09:30:49 AM,5834 S MAYFIELD AVE,,,60638,5834,S,MAYFIELD,AVE,true,false,,SR22-01125449,56,23,,B035,1,08,0811,4,,7,5,6,1137980.643264,1865124.288486,41.786038991,-87.76964904,"(41.78603899110195, -87.76964904010724)"
SR22-01128104,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 07:46:41 AM,07/01/2022 09:38:46 AM,07/01/2022 09:38:46 AM,2604 W CARMEN AVE,,,60625,2604,W,CARMEN,AVE,false,false,,,4,40,,J010,3,20,2031,5,,7,5,6,1158006.513432,1933840.880574,41.974220171,-87.694347669,"(41.97422017094659, -87.69434766858373)"
SR22-01127740,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 07:09:27 AM,06/30/2022 07:53:34 AM,06/30/2022 07:53:34 AM,7647 S EUCLID AVE,,,60649,7647,S,EUCLID,AVE,false,false,,,43,8,,U040,1,04,0414,20,,7,5,6,1190597.566605,1854526.494479,41.755849234,-87.577072293,"(41.755849234305, -87.57707229290395)"
SR22-01127681,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/30/2022 06:58:29 AM,12/01/2023 03:57:25 PM,07/01/2022 09:38:00 AM,122 E 123RD ST,,,60628,122,E,123RD,ST,false,false,,,53,9,,Q051,3,05,0532,45,,6,5,6,1179322.152812,1823506.876243,41.670991856,-87.619336348,"(41.67099185604661, -87.61933634801899)"
SR22-01127606,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 06:28:51 AM,06/30/2022 04:38:53 PM,06/30/2022 04:38:53 PM,4415 N HARDING AVE,,,60625,4415,N,HARDING,AVE,false,false,,,14,35,,G011,2,17,1723,9,,6,5,6,1149337.901031,1929133.39538,41.961475505,-87.726347459,"(41.96147550531725, -87.72634745887008)"
SR22-01127597,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/30/2022 06:23:34 AM,07/01/2022 09:26:24 AM,07/01/2022 09:26:24 AM,5741 S CALIFORNIA AVE,,,60629,5741,S,CALIFORNIA,AVE,false,false,,,63,16,,J035,2,08,0824,23,,6,5,6,1158767.892466,1866290.788396,41.788840777,-87.693400087,"(41.788840776840416, -87.69340008670002)"
SR22-01126877,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,06/29/2022 09:58:56 PM,07/03/2022 03:21:01 PM,07/03/2022 03:21:01 PM,2500 N ASHLAND AVE,,,60614,2500,N,ASHLAND,AVE,false,false,,,7,32,,L016,3,19,1931,13,,21,4,6,1165140.392571,1916715.320213,41.927077811,-87.668602853,"(41.927077811141096, -87.66860285276482)"
SR22-01126815,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 09:45:07 PM,07/03/2022 03:20:26 PM,07/03/2022 03:20:26 PM,2545 N MONTICELLO AVE,,,60647,2545,N,MONTICELLO,AVE,false,false,,,22,31,,G016,2,25,2524,16,,21,4,6,1151689.941736,1916856.981651,41.927742039,-87.718024003,"(41.92774203927522, -87.71802400280166)"
SR22-01125449,Nuisance Animal Complaint,EAB,Animal Care and Control,Animal Care and Control,Completed,Phone Call,06/29/2022 05:23:57 PM,08/15/2022 04:48:14 PM,06/30/2022 09:30:49 AM,5834 S MAYFIELD AVE,,,60638,5834,S,MAYFIELD,AVE,false,false,,,56,23,,B035,1,08,0811,4,,17,4,6,1137980.643264,1865124.288486,41.786038991,-87.76964904,"(41.78603899110195, -87.76964904010724)"
SR22-01125309,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 05:02:44 PM,07/02/2022 08:15:50 AM,07/02/2022 08:15:50 AM,2855 S ARCHER AVE,,,60608,2855,S,ARCHER,AVE,false,false,,,60,11,,N028,1,09,0913,4,,17,4,6,1168810.843834,1885849.923688,41.842302075,-87.656010746,"(41.84230207516687, -87.65601074552539)"
SR22-01125225,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 04:51:01 PM,07/03/2022 03:19:41 PM,07/03/2022 03:19:41 PM,1040 N LAWNDALE AVE,,,60651,1040,N,LAWNDALE,AVE,false,false,,,23,27,,G020,1,11,1112,24,,16,4,6,1151442.425706,1906862.837934,41.90032206,-87.719196504,"(41.90032205991566, -87.71919650379436)"
SR22-01124347,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 03:14:25 PM,06/29/2022 03:50:41 PM,06/29/2022 03:50:41 PM,4000 W PETERSON AVE,,,60646,4000,W,PETERSON,AVE,false,false,,,13,39,,F008,1,17,1711,26,,15,4,6,1148638.999474,1939575.647645,41.990143305,-87.728646027,"(41.99014330514024, -87.72864602725325)"
SR22-01124107,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 02:56:40 PM,06/29/2022 03:50:00 PM,06/29/2022 03:50:00 PM,9953 S MAY ST,,,60643,9953,S,MAY,ST,false,false,,,73,34,,N046,3,22,2232,44,,14,4,6,1170429.441998,1838556.174463,41.712487151,-87.651447153,"(41.712487151290524, -87.6514471525494)"
SR22-01124007,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 02:48:26 PM,06/29/2022 03:19:58 PM,06/29/2022 03:19:58 PM,4930 S MICHIGAN AVE,,,60615,4930,S,MICHIGAN,AVE,false,false,,,38,3,,Q033,2,02,0224,37,,14,4,6,1177886.540568,1872214.309056,41.804683596,-87.623119459,"(41.80468359646897, -87.62311945873672)"
SR22-01123052,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 01:25:51 PM,06/29/2022 03:19:36 PM,06/29/2022 03:19:36 PM,2238 N WAYNE AVE,,,60614,2238,N,WAYNE,AVE,false,false,,,7,2,,M017,1,18,1811,22,,13,4,6,1166878.554426,1915166.410826,41.922790363,-87.662260415,"(41.92279036296242, -87.66226041519364)"
SR22-01122237,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 12:15:02 PM,06/29/2022 03:36:44 PM,06/29/2022 03:36:44 PM,12159 S STATE ST,,,60628,12159,S,STATE,ST,false,false,,,53,9,,Q051,3,05,0532,16,,12,4,6,1178525.959845,1824120.512457,41.672693834,-87.622231823,"(41.67269383447158, -87.62223182323861)"
SR22-01121817,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,06/29/2022 11:28:08 AM,06/30/2022 07:40:02 PM,06/30/2022 07:40:02 PM,2910 N PARKSIDE AVE,,,60634,2910,N,PARKSIDE,AVE,false,false,,,19,31,,B015,1,25,2514,15,,11,4,6,1138122.142944,1918850.343002,41.93346839,-87.767832756,"(41.93346839011327, -87.76783275612765)"
SR22-01121360,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 10:56:35 AM,06/29/2022 03:42:23 PM,06/29/2022 03:42:23 PM,1040 N LAWNDALE AVE,,,60651,1040,N,LAWNDALE,AVE,false,false,,,23,27,,G020,1,11,1112,24,,10,4,6,1151442.425706,1906862.837934,41.90032206,-87.719196504,"(41.90032205991566, -87.71919650379436)"
SR22-01119803,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 08:55:38 AM,06/29/2022 03:35:03 PM,06/29/2022 03:35:03 PM,8213 S INDIANA AVE,,,60619,8213,S,INDIANA,AVE,false,false,,,44,6,,Q041,3,06,0631,1,,8,4,6,1179118.896302,1850522.689187,41.745131525,-87.619260329,"(41.74513152508657, -87.61926032873399)"
SR22-01119239,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 08:00:12 AM,06/29/2022 03:34:38 PM,06/29/2022 03:34:38 PM,1207 E 72ND ST,,,60619,1207,E,72ND,ST,false,false,,,69,5,,T039,2,03,0324,2,,8,4,6,1185577.508017,1857447.175367,41.763983485,-87.595377575,"(41.76398348518691, -87.59537757526911)"
SR22-01119093,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/29/2022 07:41:07 AM,08/15/2022 04:48:14 PM,06/29/2022 08:03:22 AM,5834 S MAYFIELD AVE,,,60638,5834,S,MAYFIELD,AVE,false,false,,,56,23,,B035,1,08,0811,4,,7,4,6,1137980.643264,1865124.288486,41.786038991,-87.76964904,"(41.78603899110195, -87.76964904010724)"
SR22-01118815,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 06:55:11 AM,06/29/2022 03:50:23 PM,06/29/2022 03:50:23 PM,6329 N AVERS AVE,,,60659,6329,N,AVERS,AVE,true,false,,SR22-01110258,13,39,,G007,1,17,1711,32,,6,4,6,1149635.393148,1941852.53681,41.996371855,-87.724921562,"(41.99637185504193, -87.72492156170355)"
SR22-01118765,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 06:46:14 AM,06/29/2022 03:37:51 PM,06/29/2022 03:37:51 PM,7013 S FAIRFIELD AVE,,,60629,7013,S,FAIRFIELD,AVE,false,false,,,66,17,,J038,3,08,0831,17,,6,4,6,1159264.399311,1857955.581986,41.765957622,-87.691807553,"(41.76595762200749, -87.69180755324012)"
SR22-01118316,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/29/2022 12:29:58 AM,06/29/2022 08:11:42 AM,06/29/2022 08:11:42 AM,12734 S MORGAN ST,,,60643,12734,S,MORGAN,ST,false,false,,,53,34,,N053,2,05,0523,26,,0,4,6,1171916.693681,1820209.187534,41.662107615,-87.646536074,"(41.662107615292435, -87.64653607403201)"
SR22-01117274,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/28/2022 08:25:53 PM,06/29/2022 04:32:08 PM,06/29/2022 04:32:08 PM,6720 N DAMEN AVE,,,60645,6720,N,DAMEN,AVE,false,false,,,2,50,,K006,1,24,2412,28,,20,3,6,1161650.680873,1944722.037036,42.004003083,-87.680642084,"(42.00400308250573, -87.68064208392511)"
SR22-01116598,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,06/28/2022 06:24:35 PM,06/29/2022 03:36:07 PM,06/29/2022 03:36:07 PM,8715 S COTTAGE GROVE AVE,,,60619,8715,S,COTTAGE GROVE,AVE,false,false,,,44,8,,S043,3,06,0632,25,,18,3,6,1183196.1015,1847299.539567,41.736193029,-87.604420976,"(41.736193028936846, -87.60442097575613)"
SR22-01116471,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/28/2022 06:02:27 PM,06/29/2022 08:08:01 AM,06/29/2022 08:08:01 AM,7424 S SOUTH SHORE DR,,,60649,7424,S,SOUTH SHORE,DR,false,false,,,43,7,,W039,3,03,0334,9,,18,3,6,1195542.199881,1856621.0556,41.761476159,-87.55888261,"(41.76147615906638, -87.55888260981227)"
SR22-01116451,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/28/2022 05:58:44 PM,06/29/2022 08:08:41 AM,06/29/2022 08:08:41 AM,7424 S SOUTH SHORE DR,,,60649,7424,S,SOUTH SHORE,DR,false,false,,,43,7,,W039,3,03,0334,9,,17,3,6,1195542.199881,1856621.0556,41.761476159,-87.55888261,"(41.76147615906638, -87.55888260981227)"
SR22-01116020,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,06/28/2022 04:46:52 PM,06/29/2022 03:34:17 PM,06/29/2022 03:34:17 PM,5469 S EVERETT AVE,,,60615,5469,S,EVERETT,AVE,false,false,,,41,5,,U034,3,02,0234,23,,16,3,6,1189138.862662,1869157.803756,41.796033779,-87.581949527,"(41.79603377916085, -87.58194952661256)"
SR22-01115856,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/28/2022 04:25:00 PM,06/29/2022 03:37:04 PM,06/29/2022 03:37:04 PM,9620 S AVENUE M,,,60617,9620,S,AVENUE M,,false,false,,,52,10,,Y045,3,04,0432,26,,16,3,6,1201385.392611,1841795.288373,41.720646895,-87.537969521,"(41.72064689512569, -87.53796952101949)"
SR22-01115521,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,06/28/2022 03:45:44 PM,06/29/2022 08:06:53 AM,06/29/2022 08:06:53 AM,5813 N ARTESIAN AVE,,,60659,5813,N,ARTESIAN,AVE,false,false,,,2,40,,J008,1,20,2011,15,,15,3,6,1159016.205236,1938604.357846,41.987270641,-87.690503281,"(41.98727064072142, -87.69050328070749)"
